NCM	Início de vigência da NCM	Fim de vigência da NCM	uTrib para uso em operações de Exportação (Abreviatura)	Descrição da uTrib utilizada em operações de Exportação
87119000	42370	4		Unidade
87120010	42370	4		Unidade
87120090	42370	4		Unidade
87131000	42370	4		Unidade
87139000	42370	4		Unidade
87141000	42370	48		Quilograma
87142000	42370	48		Quilograma
87149100	42370	48		Quilograma
87149200	42370	48		Quilograma
87149311	44927	48		Quilograma
87149319	44927	48		Quilograma
87149320	42370	48		Quilograma
87149410	42370	48		Quilograma
87149490	42370	48		Quilograma
87149500	42370	4		Unidade
87149611	44927	48		Quilograma
87149612	44927	48		Quilograma
87149619	44927	48		Quilograma
87149690	44927	48		Quilograma
87149910	42370	48		Quilograma
87149920	44927	48		Quilograma
87149990	42370	48		Quilograma
87150000	42370	48		Quilograma
87161000	42370	4		Unidade
87162000	42370	4		Unidade
87163100	42370	4		Unidade
87163900	42370	4		Unidade
87164000	42370	4		Unidade
87168000	42370	4		Unidade
87169010	42370	4		Unidade
87169090	42370	48		Quilograma
88010000	42370	4		Unidade
88021100	42370	4		Unidade
88021210	42370	4		Unidade
88021290	42370	4		Unidade
88022010	42370	4		Unidade
88022021	42370	4		Unidade
88022022	42370	4		Unidade
88022090	42370	4		Unidade
88023010	42370	4		Unidade
88023021	42370	4		Unidade
88023029	42370	4		Unidade
88023031	42370	4		Unidade
88023039	42370	4		Unidade
88023090	42370	4		Unidade
88024010	42370	4		Unidade
88024090	42370	4		Unidade
88026000	42370	4		Unidade
88040000	42370	48		Quilograma
88051000	42370	48		Quilograma
88052100	42370	48		Quilograma
88052900	42370	48		Quilograma
88061000	44652	4		Unidade
88062100	44652	4		Unidade
88062200	44652	4		Unidade
88062300	44652	4		Unidade
88062400	44652	4		Unidade
88062900	44652	4		Unidade
88069100	44652	4		Unidade
88069200	44652	4		Unidade
88069300	44652	4		Unidade
88069400	44652	4		Unidade
88069900	44652	4		Unidade
88071000	44652	48		Quilograma
88072000	44652	48		Quilograma
88073000	44652	48		Quilograma
88079000	44652	48		Quilograma
89011000	42370	4		Unidade
89012000	42370	4		Unidade
89013000	42370	4		Unidade
89019000	42370	4		Unidade
89020010	42370	4		Unidade
89020090	42370	4		Unidade
89031100	44652	4		Unidade
89031200	44652	4		Unidade
89031900	44652	4		Unidade
89032100	44652	4		Unidade
89032200	44652	4		Unidade
89032300	44652	4		Unidade
89033100	44652	4		Unidade
89033200	44652	4		Unidade
89033300	44652	4		Unidade
89039300	44652	4		Unidade
89039900	42370	4		Unidade
89040000	42370	4		Unidade
89051000	42370	4		Unidade
89052000	42370	4		Unidade
89059000	42370	4		Unidade
89061000	42370	4		Unidade
89069000	42370	4		Unidade
89071000	42370	4		Unidade
89079000	42370	4		Unidade
89080000	42370	4		Unidade
90011011	42370	48		Quilograma
90011019	42370	48		Quilograma
90011020	42370	48		Quilograma
90012000	42370	48		Quilograma
90013000	42370	4		Unidade
90014000	42370	4		Unidade
90015000	42370	4		Unidade
90019010	42370	48		Quilograma
90019090	42370	48		Quilograma
90021111	44378	4		Unidade
90021119	44378	4		Unidade
90021120	42370	4		Unidade
90021190	42370	4		Unidade
90021900	42370	4		Unidade
90022010	42370	48		Quilograma
90022090	42370	48		Quilograma
90029010	45383	48		Quilograma
90029090	45383	48		Quilograma
90031100	42370	4		Unidade
90031910	42370	4		Unidade
90031990	42370	4		Unidade
90039010	42370	48		Quilograma
90039090	42370	48		Quilograma
90041000	42370	4		Unidade
90049010	42370	4		Unidade
90049020	42370	4		Unidade
90049090	42370	4		Unidade
90051000	42370	4		Unidade
90058000	42370	4		Unidade
90059010	42370	48		Quilograma
90059090	42370	48		Quilograma
90063000	42370	4		Unidade
90064000	42370	4		Unidade
90065310	42370	4		Unidade
90065320	42370	4		Unidade
90065930	42736	4		Unidade
90065940	42736	4		Unidade
90065951	42736	4		Unidade
90065959	42736	4		Unidade
90066100	42370	4		Unidade
90066900	42370	4		Unidade
90069110	42370	48		Quilograma
90069190	42370	48		Quilograma
90069900	42370	48		Quilograma
90071000	42370	4		Unidade
90072020	42370	4		Unidade
90072090	42370	4		Unidade
90079100	42370	48		Quilograma
90079200	42370	48		Quilograma
90085000	42370	4		Unidade
90089000	42370	48		Quilograma
90101010	42370	4		Unidade
90101020	42370	4		Unidade
90101090	42370	4		Unidade
90105010	42370	4		Unidade
90105020	42370	4		Unidade
90105090	42370	4		Unidade
90106000	42370	4		Unidade
90109010	42370	48		Quilograma
90109090	42370	48		Quilograma
90111000	42370	4		Unidade
90112010	42370	4		Unidade
90112020	42370	4		Unidade
90112030	42370	4		Unidade
90118010	42370	4		Unidade
90118090	42370	4		Unidade
90119010	42370	48		Quilograma
90119090	42370	48		Quilograma
90121010	42370	4		Unidade
90121090	42370	4		Unidade
90129010	42370	48		Quilograma
90129090	42370	48		Quilograma
90131010	42370	4		Unidade
90131090	42370	4		Unidade
90132000	42370	4		Unidade
90138000	44652	4		Unidade
90139000	42370	48		Quilograma
90141000	42370	4		Unidade
90142010	42370	4		Unidade
90142020	42370	4		Unidade
90142030	42370	4		Unidade
90142090	42370	4		Unidade
90148010	42370	4		Unidade
90148090	42370	4		Unidade
90149000	42370	48		Quilograma
90151000	42370	4		Unidade
90152010	42370	4		Unidade
90152090	42370	4		Unidade
90153000	42370	4		Unidade
90154000	42370	4		Unidade
90158010	42370	4		Unidade
90158090	42370	4		Unidade
90159010	42370	48		Quilograma
90159090	42370	48		Quilograma
90160010	42370	4		Unidade
90160090	42370	4		Unidade
90171010	42370	4		Unidade
90171090	42370	4		Unidade
90172000	42370	4		Unidade
90173010	42370	4		Unidade
90173020	42370	4		Unidade
90173090	42370	4		Unidade
90178010	42370	4		Unidade
90178090	42370	4		Unidade
90179010	42370	48		Quilograma
90179090	42370	48		Quilograma
90181100	42370	4		Unidade
90181210	42370	4		Unidade
90181290	42370	4		Unidade
90181300	42370	4		Unidade
90181410	42370	4		Unidade
90181420	42370	4		Unidade
90181490	42370	4		Unidade
90181910	42370	4		Unidade
90181920	42370	4		Unidade
90181980	42370	4		Unidade
90181990	42370	4		Unidade
90182010	42370	4		Unidade
90182020	42370	4		Unidade
90182090	42370	4		Unidade
90183111	42370	4		Unidade
90183119	42370	4		Unidade
90183190	42370	4		Unidade
90183211	42370	48		Quilograma
90183212	42370	48		Quilograma
90183213	43831	48		Quilograma
90183219	42370	48		Quilograma
90183220	42370	48		Quilograma
90183910	42370	4		Unidade
90183921	42370	4		Unidade
90183922	42370	4		Unidade
90183923	42370	4		Unidade
90183925	44805	4		Unidade
90183926	44927	4		Unidade
90183929	42370	4		Unidade
90183930	42370	4		Unidade
90183991	42370	4		Unidade
90183999	42370	4		Unidade
90184100	42370	4		Unidade
90184911	42370	4		Unidade
90184912	42370	4		Unidade
90184919	42370	4		Unidade
90184920	42370	4		Unidade
90184940	42370	4		Unidade
90184991	42370	4		Unidade
90184999	42370	4		Unidade
90185010	42370	4		Unidade
90185090	42370	4		Unidade
90189010	42370	4		Unidade
90189021	42370	4		Unidade
90189029	42370	4		Unidade
90189031	42370	4		Unidade
90189039	42370	4		Unidade
90189040	42370	4		Unidade
90189050	42370	4		Unidade
90189061	44378	4		Unidade
90189069	44378	4		Unidade
90189091	42370	4		Unidade
90189093	42370	4		Unidade
90189094	42370	4		Unidade
90189095	42370	4		Unidade
90189096	42370	4		Unidade
90189097	45931	4		Unidade
90189099	42370	4		Unidade
90191000	42370	48		Quilograma
90192010	42370	48		Quilograma
90192020	42370	48		Quilograma
90192030	42370	48		Quilograma
90192040	42370	48		Quilograma
90192090	42370	48		Quilograma
90200010	42370	48		Quilograma
90200090	42370	48		Quilograma
90211010	42370	48		Quilograma
90211020	42370	48		Quilograma
90211091	42370	48		Quilograma
90211099	42370	48		Quilograma
90212110	42370	48		Quilograma
90212190	42370	48		Quilograma
90212900	42370	48		Quilograma
90213110	42370	48		Quilograma
90213120	42370	48		Quilograma
90213190	42370	48		Quilograma
90213911	42370	48		Quilograma
90213919	42370	48		Quilograma
90213920	42370	48		Quilograma
90213930	42370	48		Quilograma
90213940	42370	48		Quilograma
90213980	42370	48		Quilograma
90213991	42370	48		Quilograma
90213999	42370	48		Quilograma
90214000	42370	4		Unidade
90215000	42370	4		Unidade
90219011	42370	48		Quilograma
90219012	44013	48		Quilograma
90219013	44013	48		Quilograma
90219019	42370	48		Quilograma
90219080	44013	48		Quilograma
90219091	42370	48		Quilograma
90219092	42370	48		Quilograma
90219099	42370	48		Quilograma
90221200	42370	4		Unidade
90221311	42370	4		Unidade
90221319	42370	4		Unidade
90221390	42370	4		Unidade
90221411	42370	4		Unidade
90221412	42370	4		Unidade
90221413	42370	4		Unidade
90221419	42370	4		Unidade
90221490	42370	4		Unidade
90221910	42370	4		Unidade
90221991	42370	4		Unidade
90221999	42370	4		Unidade
90222110	42370	4		Unidade
90222120	42370	4		Unidade
90222190	42370	4		Unidade
90222910	42370	4		Unidade
90222990	42370	4		Unidade
90223000	42370	4		Unidade
90229010	44652	4		Unidade
90229020	44652	4		Unidade
90229080	42370	4		Unidade
90229091	44652	48		Quilograma
90229099	44652	48		Quilograma
90230000	42370	48		Quilograma
90241010	42370	4		Unidade
90241020	42370	4		Unidade
90241090	42370	4		Unidade
90248011	42370	4		Unidade
90248019	42370	4		Unidade
90248021	42370	4		Unidade
90248029	42370	4		Unidade
90248090	42370	4		Unidade
90249000	42370	48		Quilograma
90251111	44378	4		Unidade
90251119	44378	4		Unidade
90251191	44378	4		Unidade
90251199	44378	4		Unidade
90251910	42370	4		Unidade
90251990	42370	4		Unidade
90258000	42370	4		Unidade
90259010	42370	48		Quilograma
90259090	42370	48		Quilograma
90261011	42370	4		Unidade
90261019	42370	4		Unidade
90261021	42370	4		Unidade
90261029	42370	4		Unidade
90262010	42370	4		Unidade
90262090	42370	4		Unidade
90268000	42370	4		Unidade
90269010	42370	48		Quilograma
90269020	42370	48		Quilograma
90269090	42370	48		Quilograma
90271000	42370	4		Unidade
90272011	42370	4		Unidade
90272012	42370	4		Unidade
90272019	42370	4		Unidade
90272021	42370	4		Unidade
90272029	42370	4		Unidade
90273011	42370	4		Unidade
90273019	42370	4		Unidade
90273020	42370	4		Unidade
90275010	42370	4		Unidade
90275020	42370	4		Unidade
90275030	42370	4		Unidade
90275040	42370	4		Unidade
90275050	42370	4		Unidade
90275090	42370	4		Unidade
90278100	44652	4		Unidade
90278911	44652	4		Unidade
90278912	44652	4		Unidade
90278913	44652	4		Unidade
90278914	44652	4		Unidade
90278920	44652	4		Unidade
90278991	44652	4		Unidade
90278999	44652	4		Unidade
90279010	42370	4		Unidade
90279091	42370	48		Quilograma
90279093	42370	48		Quilograma
90279099	42370	48		Quilograma
90281011	42370	4		Unidade
90281019	42370	4		Unidade
90281090	42370	4		Unidade
90282010	42370	4		Unidade
90282020	42370	4		Unidade
90283011	42370	4		Unidade
90283019	42370	4		Unidade
90283021	42370	4		Unidade
90283029	42370	4		Unidade
90283031	42370	4		Unidade
90283039	42370	4		Unidade
90283090	42370	4		Unidade
90289010	42370	48		Quilograma
90289090	42370	48		Quilograma
90291010	42370	4		Unidade
90291090	42370	4		Unidade
90292010	42370	4		Unidade
90292020	42370	4		Unidade
90299010	42370	48		Quilograma
90299090	42370	48		Quilograma
90301010	42370	4		Unidade
90301090	42370	4		Unidade
90302010	42370	4		Unidade
90302021	42370	4		Unidade
90302022	42370	4		Unidade
90302029	42370	4		Unidade
90302030	42370	4		Unidade
90303100	42370	4		Unidade
90303200	42370	4		Unidade
90303311	42370	4		Unidade
90303319	42370	4		Unidade
90303321	42370	4		Unidade
90303329	42370	4		Unidade
90303390	42370	4		Unidade
90303910	42370	4		Unidade
90303990	42370	4		Unidade
90304010	42370	4		Unidade
90304020	42370	4		Unidade
90304030	42370	4		Unidade
90304090	42370	4		Unidade
90308210	42370	4		Unidade
90308290	42370	4		Unidade
90308410	42370	4		Unidade
90308420	42370	4		Unidade
90308490	42370	4		Unidade
90308910	42370	4		Unidade
90308920	42370	4		Unidade
90308930	42370	4		Unidade
90308940	42370	4		Unidade
90308990	42370	4		Unidade
90309010	42370	48		Quilograma
90309090	42370	48		Quilograma
90311000	42370	4		Unidade
90312010	42370	4		Unidade
90312090	42370	4		Unidade
90314100	42370	4		Unidade
90314910	42370	4		Unidade
90314920	42370	4		Unidade
90314990	42370	4		Unidade
90318011	42370	4		Unidade
90318012	42370	4		Unidade
90318020	42370	4		Unidade
90318030	42370	4		Unidade
90318040	42370	4		Unidade
90318050	42370	4		Unidade
90318060	42370	4		Unidade
90318091	42370	4		Unidade
90318099	42370	4		Unidade
90319010	42370	48		Quilograma
90319090	42370	48		Quilograma
90321010	42370	4		Unidade
90321090	42370	4		Unidade
90322000	42370	4		Unidade
90328100	42370	4		Unidade
90328911	42370	4		Unidade
90328919	42370	4		Unidade
90328921	42370	4		Unidade
90328922	42370	4		Unidade
90328923	42370	4		Unidade
90328924	42370	4		Unidade
90328925	42370	4		Unidade
90328929	42370	4		Unidade
90328930	42370	4		Unidade
90328981	42370	4		Unidade
90328982	42370	4		Unidade
90328983	42370	4		Unidade
90328984	42370	4		Unidade
90328989	42370	4		Unidade
90328990	42370	4		Unidade
90329010	42370	48		Quilograma
90329091	42370	48		Quilograma
90329099	42370	48		Quilograma
90330000	42370	48		Quilograma
91011100	42370	4		Unidade
91011900	42370	4		Unidade
91012100	42370	4		Unidade
91012900	42370	4		Unidade
91019100	42370	4		Unidade
91019900	42370	4		Unidade
91021110	42370	4		Unidade
91021190	42370	4		Unidade
91021210	42370	4		Unidade
91021220	42370	4		Unidade
91021290	42370	4		Unidade
91021900	42370	4		Unidade
91022100	42370	4		Unidade
91022900	42370	4		Unidade
91029100	42370	4		Unidade
91029900	42370	4		Unidade
91031000	42370	4		Unidade
91039000	42370	4		Unidade
91040000	42370	4		Unidade
91051100	42370	4		Unidade
91051900	42370	4		Unidade
91052100	42370	4		Unidade
91052900	42370	4		Unidade
91059100	42370	4		Unidade
91059900	42370	4		Unidade
91061000	42370	4		Unidade
91069000	42370	4		Unidade
91070010	42370	4		Unidade
91070090	42370	4		Unidade
91081110	42370	4		Unidade
91081190	42370	4		Unidade
91081200	42370	4		Unidade
91081900	42370	4		Unidade
91082000	42370	4		Unidade
91089000	42370	4		Unidade
91091000	42370	4		Unidade
91099000	42370	4		Unidade
91101110	42370	4		Unidade
91101190	42370	4		Unidade
91101200	42370	48		Quilograma
91101900	42370	48		Quilograma
91109000	42370	48		Quilograma
91111000	42370	4		Unidade
91112010	42370	4		Unidade
91112090	42370	4		Unidade
91118000	42370	4		Unidade
91119010	42370	48		Quilograma
91119090	42370	48		Quilograma
91122000	42370	4		Unidade
91129000	42370	48		Quilograma
91131000	42370	48		Quilograma
91132000	42370	48		Quilograma
91139000	42370	48		Quilograma
91143000	42370	48		Quilograma
91144000	42370	48		Quilograma
91149000	44652	48		Quilograma
92011000	42370	4		Unidade
92012000	42370	4		Unidade
92019000	42370	4		Unidade
92021000	42370	4		Unidade
92029000	42370	4		Unidade
92051000	42370	4		Unidade
92059000	42370	4		Unidade
92060000	42370	4		Unidade
92071010	42370	4		Unidade
92071090	42370	4		Unidade
92079010	42370	4		Unidade
92079090	42370	4		Unidade
92081000	42370	4		Unidade
92089000	42370	4		Unidade
92093000	42370	48		Quilograma
92099100	42370	48		Quilograma
92099200	42370	48		Quilograma
92099400	42370	48		Quilograma
92099900	42370	48		Quilograma
93011000	42370	4		Unidade
93012000	42370	4		Unidade
93019000	42370	4		Unidade
93020000	42370	4		Unidade
93031000	42370	4		Unidade
93032000	42370	4		Unidade
93033000	42370	4		Unidade
93039010	43831	4		Unidade
93039090	43831	4		Unidade
93040010	43831	4		Unidade
93040090	43831	4		Unidade
93051000	42370	48		Quilograma
93052000	42370	48		Quilograma
93059100	42370	48		Quilograma
93059900	42370	48		Quilograma
93062110	43831	48		Quilograma
93062120	43831	48		Quilograma
93062130	43831	48		Quilograma
93062190	43831	48		Quilograma
93062900	42370	48		Quilograma
93063000	42370	48		Quilograma
93069010	43831	48		Quilograma
93069020	43831	48		Quilograma
93069090	43831	48		Quilograma
93070000	42370	48		Quilograma
94011010	42370	4		Unidade
94011090	42370	4		Unidade
94012000	42370	4		Unidade
94013100	44652	4		Unidade
94013900	44652	4		Unidade
94014100	44652	4		Unidade
94014900	44652	4		Unidade
94015200	42736	4		Unidade
94015300	42736	4		Unidade
94015900	42370	4		Unidade
94016100	42370	4		Unidade
94016900	42370	4		Unidade
94017100	42370	4		Unidade
94017900	42370	4		Unidade
94018000	42370	4		Unidade
94019100	44652	48		Quilograma
94019900	44652	48		Quilograma
94021000	42370	48		Quilograma
94029010	42370	48		Quilograma
94029020	42370	48		Quilograma
94029090	42370	48		Quilograma
94031000	42370	4		Unidade
94032010	44805	4		Unidade
94032090	44805	4		Unidade
94033000	42370	4		Unidade
94034000	42370	4		Unidade
94035000	42370	4		Unidade
94036000	42370	4		Unidade
94037000	42370	4		Unidade
94038200	42736	48		Quilograma
94038300	42736	48		Quilograma
94038900	42370	4		Unidade
94039100	44652	48		Quilograma
94039900	44652	48		Quilograma
94041000	42370	48		Quilograma
94042100	42370	4		Unidade
94042900	42370	4		Unidade
94043000	42370	4		Unidade
94044000	44652	4		Unidade
94049000	42370	48		Quilograma
94051110	44652	48		Quilograma
94051190	44652	48		Quilograma
94051910	44652	48		Quilograma
94051990	44652	48		Quilograma
94052100	44652	48		Quilograma
94052900	44652	48		Quilograma
94053100	44652	48		Quilograma
94053900	44652	48		Quilograma
94054100	44652	48		Quilograma
94054200	44652	48		Quilograma
94054900	44652	48		Quilograma
94055000	42370	48		Quilograma
94056100	44652	48		Quilograma
94056900	44652	48		Quilograma
94059100	42370	48		Quilograma
94059200	42370	48		Quilograma
94059900	42370	48		Quilograma
94061010	42736	48		Quilograma
94061090	42736	48		Quilograma
94062000	44652	48		Quilograma
94069010	42736	48		Quilograma
94069020	42736	48		Quilograma
94069090	42736	48		Quilograma
95030010	42370	48		Quilograma
95030021	42370	4		Unidade
95030022	42370	4		Unidade
95030029	42370	48		Quilograma
95030031	42370	4		Unidade
95030039	42370	4		Unidade
95030040	42370	48		Quilograma
95030050	42370	48		Quilograma
95030060	42370	48		Quilograma
95030070	42370	4		Unidade
95030080	42370	4		Unidade
95030091	42370	4		Unidade
95030097	42370	4		Unidade
95030098	42370	4		Unidade
95030099	42370	4		Unidade
95042000	42370	48		Quilograma
95043000	42370	4		Unidade
95044000	42370	4		Unidade
95045000	42370	4		Unidade
95049010	42370	4		Unidade
95049090	42370	4		Unidade
95051000	42370	48		Quilograma
95059000	42370	48		Quilograma
95061100	42370	4812		Pares
95061200	42370	48		Quilograma
95061900	42370	48		Quilograma
95062100	42370	4		Unidade
95062900	42370	4		Unidade
95063100	42370	4		Unidade
95063200	42370	4		Unidade
95063900	42370	48		Quilograma
95064000	42370	48		Quilograma
95065100	42370	4		Unidade
95065900	42370	4		Unidade
95066100	42370	4		Unidade
95066200	42370	4		Unidade
95066900	42370	4		Unidade
95067000	42370	4812		Pares
95069100	42370	48		Quilograma
95069900	42370	4		Unidade
95071000	42370	4		Unidade
95072000	42370	48		Quilograma
95073000	42370	4		Unidade
95079000	42370	4		Unidade
95081000	42370	48		Quilograma
95082110	44652	48		Quilograma
95082120	44652	48		Quilograma
95082190	44652	48		Quilograma
95082210	44652	48		Quilograma
95082290	44652	48		Quilograma
95082300	44652	48		Quilograma
95082400	44652	48		Quilograma
95082500	44652	48		Quilograma
95082600	44652	48		Quilograma
95082900	44652	48		Quilograma
95083000	44652	48		Quilograma
95084000	44652	48		Quilograma
96011000	42370	48		Quilograma
96019000	42370	48		Quilograma
96020010	42370	48		Quilograma
96020020	42370	48		Quilograma
96020090	42370	48		Quilograma
96031000	42370	4		Unidade
