NCM	Início de vigência da NCM	Fim de vigência da NCM	uTrib para uso em operações de Exportação (Abreviatura)	Descrição da uTrib utilizada em operações de Exportação
52064100	42370	48		Quilograma
52064200	42370	48		Quilograma
52064300	42370	48		Quilograma
52064400	42370	48		Quilograma
52064500	42370	48		Quilograma
52071000	42370	48		Quilograma
52079000	42370	48		Quilograma
52081100	42370	48		Quilograma
52081200	42370	48		Quilograma
52081300	42370	48		Quilograma
52081900	42370	48		Quilograma
52082100	42370	48		Quilograma
52082200	42370	48		Quilograma
52082300	42370	48		Quilograma
52082900	42370	48		Quilograma
52083100	42370	48		Quilograma
52083200	42370	48		Quilograma
52083300	42370	48		Quilograma
52083900	42370	48		Quilograma
52084100	42370	48		Quilograma
52084200	42370	48		Quilograma
52084300	42370	48		Quilograma
52084900	42370	48		Quilograma
52085100	42370	48		Quilograma
52085200	42370	48		Quilograma
52085910	42370	48		Quilograma
52085990	42370	48		Quilograma
52091100	42370	48		Quilograma
52091200	42370	48		Quilograma
52091900	42370	48		Quilograma
52092100	42370	48		Quilograma
52092200	42370	48		Quilograma
52092900	42370	48		Quilograma
52093100	42370	48		Quilograma
52093200	42370	48		Quilograma
52093900	42370	48		Quilograma
52094100	42370	48		Quilograma
52094210	42370	48		Quilograma
52094290	42370	48		Quilograma
52094300	42370	48		Quilograma
52094900	42370	48		Quilograma
52095100	42370	48		Quilograma
52095200	42370	48		Quilograma
52095900	42370	48		Quilograma
52101100	42370	48		Quilograma
52101910	42370	48		Quilograma
52101990	42370	48		Quilograma
52102100	42370	48		Quilograma
52102910	42370	48		Quilograma
52102990	42370	48		Quilograma
52103100	42370	48		Quilograma
52103200	42370	48		Quilograma
52103900	42370	48		Quilograma
52104100	42370	48		Quilograma
52104910	42370	48		Quilograma
52104990	42370	48		Quilograma
52105100	42370	48		Quilograma
52105910	42370	48		Quilograma
52105990	42370	48		Quilograma
52111100	42370	48		Quilograma
52111200	42370	48		Quilograma
52111900	42370	48		Quilograma
52112010	42370	48		Quilograma
52112020	42370	48		Quilograma
52112090	42370	48		Quilograma
52113100	42370	48		Quilograma
52113200	42370	48		Quilograma
52113900	42370	48		Quilograma
52114100	42370	48		Quilograma
52114210	42370	48		Quilograma
52114290	42370	48		Quilograma
52114300	42370	48		Quilograma
52114900	42370	48		Quilograma
52115100	42370	48		Quilograma
52115200	42370	48		Quilograma
52115900	42370	48		Quilograma
52121100	42370	48		Quilograma
52121200	42370	48		Quilograma
52121300	42370	48		Quilograma
52121400	42370	48		Quilograma
52121500	42370	48		Quilograma
52122100	42370	48		Quilograma
52122200	42370	48		Quilograma
52122300	42370	48		Quilograma
52122400	42370	48		Quilograma
52122500	42370	48		Quilograma
53011000	42370	48		Quilograma
53012110	42370	48		Quilograma
53012120	42370	48		Quilograma
53012910	42370	48		Quilograma
53012990	42370	48		Quilograma
53013000	42370	48		Quilograma
53021000	42370	48		Quilograma
53029000	42370	48		Quilograma
53031010	42370	48		Quilograma
53031090	42370	48		Quilograma
53039010	42370	48		Quilograma
53039090	42370	48		Quilograma
53050010	42370	48		Quilograma
53050090	42370	48		Quilograma
53061000	42370	48		Quilograma
53062000	42370	48		Quilograma
53071010	42370	48		Quilograma
53071090	42370	48		Quilograma
53072010	42370	48		Quilograma
53072090	42370	48		Quilograma
53081000	42370	48		Quilograma
53082000	42370	48		Quilograma
53089000	42370	48		Quilograma
53091100	42370	48		Quilograma
53091900	42370	48		Quilograma
53092100	42370	48		Quilograma
53092900	42370	48		Quilograma
53101010	42370	48		Quilograma
53101090	42370	48		Quilograma
53109000	42370	48		Quilograma
53110000	42370	48		Quilograma
54011011	42370	48		Quilograma
54011012	42370	48		Quilograma
54011090	42370	48		Quilograma
54012011	42370	48		Quilograma
54012012	42370	48		Quilograma
54012090	42370	48		Quilograma
54021100	42370	48		Quilograma
54021910	42370	48		Quilograma
54021990	42370	48		Quilograma
54022010	44470	48		Quilograma
54022090	44470	48		Quilograma
54023111	42370	48		Quilograma
54023119	42370	48		Quilograma
54023190	42370	48		Quilograma
54023211	42370	48		Quilograma
54023219	42370	48		Quilograma
54023290	42370	48		Quilograma
54023310	42370	48		Quilograma
54023320	42370	48		Quilograma
54023390	42370	48		Quilograma
54023400	42370	48		Quilograma
54023900	42370	48		Quilograma
54024400	42370	48		Quilograma
54024510	42370	48		Quilograma
54024520	42370	48		Quilograma
54024590	42370	48		Quilograma
54024600	42370	48		Quilograma
54024710	42370	48		Quilograma
54024720	42370	48		Quilograma
54024790	42370	48		Quilograma
54024800	42370	48		Quilograma
54024910	42370	48		Quilograma
54024990	42370	48		Quilograma
54025110	42370	48		Quilograma
54025190	42370	48		Quilograma
54025200	42370	48		Quilograma
54025300	42736	48		Quilograma
54025900	42370	48		Quilograma
54026110	42370	48		Quilograma
54026190	42370	48		Quilograma
54026200	42370	48		Quilograma
54026300	42736	48		Quilograma
54026900	42370	48		Quilograma
54031000	42370	48		Quilograma
54033110	43466	48		Quilograma
54033190	43466	48		Quilograma
54033200	42370	48		Quilograma
54033300	42370	48		Quilograma
54033900	42370	48		Quilograma
54034100	42370	48		Quilograma
54034200	42370	48		Quilograma
54034900	42370	48		Quilograma
54041100	42370	48		Quilograma
54041200	42370	48		Quilograma
54041911	42370	48		Quilograma
54041919	42370	48		Quilograma
54041990	42370	48		Quilograma
54049000	42370	48		Quilograma
54050000	42370	48		Quilograma
54060010	42370	48		Quilograma
54060020	42370	48		Quilograma
54071011	42370	48		Quilograma
54071019	42370	48		Quilograma
54071021	42370	48		Quilograma
54071029	42370	48		Quilograma
54072000	42370	48		Quilograma
54073000	42370	48		Quilograma
54074100	42370	48		Quilograma
54074200	42370	48		Quilograma
54074300	42370	48		Quilograma
54074400	42370	48		Quilograma
54075100	42370	48		Quilograma
54075210	42370	48		Quilograma
54075220	42370	48		Quilograma
54075300	42370	48		Quilograma
54075400	42370	48		Quilograma
54076100	42370	48		Quilograma
54076900	42370	48		Quilograma
54077100	42370	48		Quilograma
54077200	42370	48		Quilograma
54077300	42370	48		Quilograma
54077400	42370	48		Quilograma
54078100	42370	48		Quilograma
54078200	42370	48		Quilograma
54078300	42370	48		Quilograma
54078400	42370	48		Quilograma
54079100	42370	48		Quilograma
54079200	42370	48		Quilograma
54079300	42370	48		Quilograma
54079400	42370	48		Quilograma
54081000	42370	48		Quilograma
54082100	42370	48		Quilograma
54082200	42370	48		Quilograma
54082300	42370	48		Quilograma
54082400	42370	48		Quilograma
54083100	42370	48		Quilograma
54083200	42370	48		Quilograma
54083300	42370	48		Quilograma
54083400	42370	48		Quilograma
55011100	44652	48		Quilograma
55011900	44652	48		Quilograma
55012000	42370	48		Quilograma
55013000	42370	48		Quilograma
55014000	42370	48		Quilograma
55019000	42370	48		Quilograma
55021000	42736	48		Quilograma
55029010	42736	48		Quilograma
55029090	42736	48		Quilograma
55031100	42370	48		Quilograma
55031910	42370	48		Quilograma
55031990	42370	48		Quilograma
55032010	42370	48		Quilograma
55032090	42370	48		Quilograma
55033000	42370	48		Quilograma
55034000	42370	48		Quilograma
55039010	42370	48		Quilograma
55039020	42370	48		Quilograma
55039090	42370	48		Quilograma
55041000	42370	48		Quilograma
55049010	42370	48		Quilograma
55049090	42370	48		Quilograma
55051000	42370	48		Quilograma
55052000	42370	48		Quilograma
55061000	42370	48		Quilograma
55062000	42370	48		Quilograma
55063000	42370	48		Quilograma
55064000	42736	48		Quilograma
55069000	42370	48		Quilograma
55070000	42370	48		Quilograma
55081000	42370	48		Quilograma
55082000	42370	48		Quilograma
55091100	42370	48		Quilograma
55091210	42370	48		Quilograma
55091290	42370	48		Quilograma
55092100	42370	48		Quilograma
55092200	42370	48		Quilograma
55093100	42370	48		Quilograma
55093200	42370	48		Quilograma
55094100	42370	48		Quilograma
55094200	42370	48		Quilograma
55095100	42370	48		Quilograma
55095200	42370	48		Quilograma
55095300	42370	48		Quilograma
55095900	42370	48		Quilograma
55096100	42370	48		Quilograma
55096200	42370	48		Quilograma
55096900	42370	48		Quilograma
55099100	42370	48		Quilograma
55099200	42370	48		Quilograma
55099900	42370	48		Quilograma
55101111	42370	48		Quilograma
55101112	42370	48		Quilograma
55101113	42370	48		Quilograma
55101119	42370	48		Quilograma
55101190	42370	48		Quilograma
55101211	42370	48		Quilograma
55101212	42370	48		Quilograma
55101213	42370	48		Quilograma
55101219	42370	48		Quilograma
55101290	42370	48		Quilograma
55102011	42370	48		Quilograma
55102012	42370	48		Quilograma
55102013	42370	48		Quilograma
55102019	42370	48		Quilograma
55102090	42370	48		Quilograma
55103011	42370	48		Quilograma
55103012	42370	48		Quilograma
55103013	42370	48		Quilograma
55103019	42370	48		Quilograma
55103090	42370	48		Quilograma
55109011	42370	48		Quilograma
55109012	42370	48		Quilograma
55109013	42370	48		Quilograma
55109019	42370	48		Quilograma
55109090	42370	48		Quilograma
55111000	42370	48		Quilograma
55112000	42370	48		Quilograma
55113000	42370	48		Quilograma
55121100	42370	48		Quilograma
55121900	42370	48		Quilograma
55122100	42370	48		Quilograma
55122900	42370	48		Quilograma
55129110	42370	48		Quilograma
55129190	42370	48		Quilograma
55129910	42370	48		Quilograma
55129990	42370	48		Quilograma
55131100	42370	48		Quilograma
55131200	42370	48		Quilograma
55131300	42370	48		Quilograma
55131900	42370	48		Quilograma
55132100	42370	48		Quilograma
55132310	42370	48		Quilograma
55132390	42370	48		Quilograma
55132900	42370	48		Quilograma
55133100	42370	48		Quilograma
55133911	42370	48		Quilograma
55133919	42370	48		Quilograma
55133990	42370	48		Quilograma
55134100	42370	48		Quilograma
55134911	42370	48		Quilograma
55134919	42370	48		Quilograma
55134990	42370	48		Quilograma
55141100	42370	48		Quilograma
55141200	42370	48		Quilograma
55141910	42370	48		Quilograma
55141990	42370	48		Quilograma
55142100	42370	48		Quilograma
55142200	42370	48		Quilograma
55142300	42370	48		Quilograma
55142900	42370	48		Quilograma
55143011	42370	48		Quilograma
55143012	42370	48		Quilograma
55143019	42370	48		Quilograma
55143090	42370	48		Quilograma
55144100	42370	48		Quilograma
55144200	42370	48		Quilograma
55144300	42370	48		Quilograma
55144900	42370	48		Quilograma
55151100	42370	48		Quilograma
55151200	42370	48		Quilograma
55151300	42370	48		Quilograma
55151900	42370	48		Quilograma
55152100	42370	48		Quilograma
55152200	42370	48		Quilograma
55152900	42370	48		Quilograma
55159100	42370	48		Quilograma
55159910	42370	48		Quilograma
55159990	42370	48		Quilograma
55161100	42370	48		Quilograma
55161200	42370	48		Quilograma
55161300	42370	48		Quilograma
55161400	42370	48		Quilograma
55162100	42370	48		Quilograma
55162200	42370	48		Quilograma
55162300	42370	48		Quilograma
55162400	42370	48		Quilograma
55163100	42370	48		Quilograma
55163200	42370	48		Quilograma
55163300	42370	48		Quilograma
55163400	42370	48		Quilograma
55164100	42370	48		Quilograma
55164200	42370	48		Quilograma
55164300	42370	48		Quilograma
55164400	42370	48		Quilograma
55169100	42370	48		Quilograma
55169200	42370	48		Quilograma
55169300	42370	48		Quilograma
55169400	42370	48		Quilograma
56012110	42370	48		Quilograma
56012190	42370	48		Quilograma
56012211	42370	48		Quilograma
56012219	42370	48		Quilograma
56012291	42370	48		Quilograma
56012299	42370	48		Quilograma
56012900	42370	48		Quilograma
56013010	42370	48		Quilograma
56013090	42370	48		Quilograma
56021000	42370	48		Quilograma
56022100	42370	48		Quilograma
56022900	42370	48		Quilograma
56029000	42370	48		Quilograma
56031110	42370	48		Quilograma
56031120	42370	48		Quilograma
56031130	42370	48		Quilograma
56031140	42370	48		Quilograma
56031190	42370	48		Quilograma
56031210	42370	48		Quilograma
56031220	42370	48		Quilograma
56031230	42370	48		Quilograma
56031240	42370	48		Quilograma
56031250	42370	48		Quilograma
56031290	42370	48		Quilograma
56031310	42370	48		Quilograma
56031320	42370	48		Quilograma
56031330	42370	48		Quilograma
56031340	42370	48		Quilograma
56031350	42370	48		Quilograma
56031390	42370	48		Quilograma
56031410	42370	48		Quilograma
56031420	42370	48		Quilograma
56031430	42370	48		Quilograma
56031440	42370	48		Quilograma
56031490	42370	48		Quilograma
56039110	42370	48		Quilograma
56039120	42370	48		Quilograma
56039130	42370	48		Quilograma
56039190	42370	48		Quilograma
56039210	42370	48		Quilograma
56039220	42370	48		Quilograma
56039230	42370	48		Quilograma
56039240	42370	48		Quilograma
56039290	42370	48		Quilograma
56039310	42370	48		Quilograma
56039320	42370	48		Quilograma
56039330	42370	48		Quilograma
56039340	42370	48		Quilograma
56039390	42370	48		Quilograma
56039410	42370	48		Quilograma
56039420	42370	48		Quilograma
56039430	42370	48		Quilograma
56039490	42370	48		Quilograma
56041000	42370	48		Quilograma
56049010	42370	48		Quilograma
56049021	42370	48		Quilograma
56049022	42370	48		Quilograma
56049090	42370	48		Quilograma
56050010	42370	48		Quilograma
56050020	42370	48		Quilograma
56050090	42370	48		Quilograma
56060000	42370	48		Quilograma
56072100	42370	48		Quilograma
56072900	42370	48		Quilograma
56074100	42370	48		Quilograma
56074900	42370	48		Quilograma
56075011	42370	48		Quilograma
56075019	42370	48		Quilograma
56075090	42370	48		Quilograma
56079010	42370	48		Quilograma
56079020	42370	48		Quilograma
56079090	42370	48		Quilograma
56081100	42370	48		Quilograma
56081900	42370	48		Quilograma
56089000	42370	48		Quilograma
56090010	42370	48		Quilograma
56090090	42370	48		Quilograma
57011011	42370	4118		Metro Quadrado
57011012	42370	4118		Metro Quadrado
57011020	42370	4118		Metro Quadrado
57019000	42370	4118		Metro Quadrado
57021000	42370	4118		Metro Quadrado
57022000	42370	4118		Metro Quadrado
57023100	42370	4118		Metro Quadrado
57023200	42370	4118		Metro Quadrado
57023900	42370	4118		Metro Quadrado
57024100	42370	4118		Metro Quadrado
57024200	42370	4118		Metro Quadrado
57024900	42370	4118		Metro Quadrado
57025010	42370	4118		Metro Quadrado
57025020	42370	4118		Metro Quadrado
57025090	42370	4118		Metro Quadrado
57029100	42370	4118		Metro Quadrado
57029200	42370	4118		Metro Quadrado
57029900	42370	4118		Metro Quadrado
57031000	42370	4118		Metro Quadrado
57032100	44652	4118		Metro Quadrado
57032900	44652	4118		Metro Quadrado
57033100	44652	4118		Metro Quadrado
57033900	44652	4118		Metro Quadrado
57039000	42370	4118		Metro Quadrado
57041000	42370	4118		Metro Quadrado
57042000	42736	4118		Metro Quadrado
57049000	42370	4118		Metro Quadrado
57050000	42370	4118		Metro Quadrado
58011000	42370	48		Quilograma
58012100	42370	48		Quilograma
58012200	42370	48		Quilograma
58012300	42370	48		Quilograma
58012600	42370	48		Quilograma
58012700	42370	48		Quilograma
58013100	42370	48		Quilograma
58013200	42370	48		Quilograma
58013300	42370	48		Quilograma
58013600	42370	48		Quilograma
58013700	42370	48		Quilograma
58019000	42370	48		Quilograma
58021000	44652	48		Quilograma
58022000	42370	48		Quilograma
58023000	42370	48		Quilograma
58030010	42370	48		Quilograma
58030090	42370	48		Quilograma
58041010	42370	48		Quilograma
58041090	42370	48		Quilograma
58042100	42370	48		Quilograma
58042910	42370	48		Quilograma
58042990	42370	48		Quilograma
58043010	42370	48		Quilograma
58043090	42370	48		Quilograma
58050010	42370	48		Quilograma
58050020	42370	48		Quilograma
58050090	42370	48		Quilograma
58061000	42370	48		Quilograma
58062000	42370	48		Quilograma
58063100	42370	48		Quilograma
58063200	42370	48		Quilograma
58063900	42370	48		Quilograma
58064000	42370	48		Quilograma
58071000	42370	48		Quilograma
58079000	42370	48		Quilograma
58081000	42370	48		Quilograma
58089000	42370	48		Quilograma
58090000	42370	48		Quilograma
58101000	42370	48		Quilograma
58109100	42370	48		Quilograma
58109200	42370	48		Quilograma
58109900	42370	48		Quilograma
58110000	42370	48		Quilograma
59011000	42370	48		Quilograma
59019000	42370	48		Quilograma
59021010	42370	48		Quilograma
59021090	42370	48		Quilograma
59022000	42370	48		Quilograma
59029000	42370	48		Quilograma
59031000	42370	48		Quilograma
59032000	42370	48		Quilograma
59039000	42370	02/02/2026  Obs: No caso de NF-e de exportação, o emitente não deve usar esse código desde 01/02/2026	KG	Quilograma
59039010	46054	48		Quilograma
59039090	46054	48		Quilograma
59041000	42370	4118		Metro Quadrado
59049000	42370	4118		Metro Quadrado
59050000	42370	4118		Metro Quadrado
59061000	42370	48		Quilograma
59069100	42370	48		Quilograma
59069900	42370	48		Quilograma
59070000	42370	48		Quilograma
59080000	42370	48		Quilograma
59090000	42370	48		Quilograma
59100000	42370	48		Quilograma
59111000	42370	48		Quilograma
59112010	42370	48		Quilograma
59112090	42370	48		Quilograma
59113100	42370	48		Quilograma
59113200	42370	48		Quilograma
59114000	42370	48		Quilograma
59119000	42370	48		Quilograma
60011010	42370	48		Quilograma
60011020	42370	48		Quilograma
60011090	42370	48		Quilograma
60012100	42370	48		Quilograma
60012200	42370	48		Quilograma
60012900	42370	48		Quilograma
60019100	42370	48		Quilograma
60019200	42370	48		Quilograma
60019900	42370	48		Quilograma
60024010	42370	48		Quilograma
60024020	42370	48		Quilograma
60024090	42370	48		Quilograma
60029010	42370	48		Quilograma
60029020	42370	48		Quilograma
60029090	42370	48		Quilograma
60031000	42370	48		Quilograma
60032000	42370	48		Quilograma
60033000	42370	48		Quilograma
60034000	42370	48		Quilograma
60039000	42370	48		Quilograma
60041011	42370	48		Quilograma
60041012	42370	48		Quilograma
60041013	42370	48		Quilograma
60041014	42370	48		Quilograma
60041031	42370	48		Quilograma
60041032	42370	48		Quilograma
60041033	42370	48		Quilograma
60041034	42370	48		Quilograma
60041041	42370	48		Quilograma
60041042	42370	48		Quilograma
60041043	42370	48		Quilograma
60041044	42370	48		Quilograma
60041091	42370	48		Quilograma
60041092	42370	48		Quilograma
60041093	42370	48		Quilograma
60041094	42370	48		Quilograma
60049010	42370	48		Quilograma
60049030	42370	48		Quilograma
60049040	42370	48		Quilograma
60049090	42370	48		Quilograma
60052100	42370	48		Quilograma
60052200	42370	48		Quilograma
60052300	42370	48		Quilograma
60052400	42370	48		Quilograma
60053500	42736	48		Quilograma
60053600	42736	48		Quilograma
60053700	42736	48		Quilograma
60053800	42736	48		Quilograma
60053900	42736	48		Quilograma
60054100	42370	48		Quilograma
60054200	42370	48		Quilograma
60054300	42370	48		Quilograma
60054400	42370	48		Quilograma
60059010	42370	48		Quilograma
60059090	42370	48		Quilograma
60061000	42370	48		Quilograma
60062100	42370	48		Quilograma
60062200	42370	48		Quilograma
60062300	42370	48		Quilograma
60062400	42370	48		Quilograma
60063110	42370	48		Quilograma
60063120	42370	48		Quilograma
60063130	42370	48		Quilograma
60063190	42370	48		Quilograma
60063210	42370	48		Quilograma
60063220	42370	48		Quilograma
60063230	42370	48		Quilograma
60063290	42370	48		Quilograma
60063310	42370	48		Quilograma
60063320	42370	48		Quilograma
60063330	42370	48		Quilograma
60063390	42370	48		Quilograma
60063410	42370	48		Quilograma
60063420	42370	48		Quilograma
60063430	42370	48		Quilograma
60063490	42370	48		Quilograma
60064100	42370	48		Quilograma
60064200	42370	48		Quilograma
60064300	42370	48		Quilograma
60064400	42370	48		Quilograma
60069000	42370	48		Quilograma
61012000	42370	4		Unidade
61013000	42370	4		Unidade
61019010	42370	4		Unidade
61019090	42370	4		Unidade
61021000	42370	4		Unidade
61022000	42370	4		Unidade
61023000	42370	4		Unidade
61029000	42370	4		Unidade
61031010	42370	4		Unidade
61031020	42370	4		Unidade
61031090	42370	4		Unidade
61032200	42370	4		Unidade
61032300	42370	4		Unidade
61032910	42370	4		Unidade
61032990	42370	4		Unidade
61033100	42370	4		Unidade
61033200	42370	4		Unidade
61033300	42370	4		Unidade
61033900	42370	4		Unidade
61034100	42370	4		Unidade
61034200	42370	4		Unidade
61034300	42370	4		Unidade
61034900	42370	4		Unidade
61041300	42370	4		Unidade
61041910	42370	4		Unidade
61041920	42370	4		Unidade
61041990	42370	4		Unidade
61042200	42370	4		Unidade
61042300	42370	4		Unidade
61042910	42370	4		Unidade
61042990	42370	4		Unidade
61043100	42370	4		Unidade
61043200	42370	4		Unidade
61043300	42370	4		Unidade
61043900	42370	4		Unidade
61044100	42370	4		Unidade
61044200	42370	4		Unidade
61044300	42370	4		Unidade
61044400	42370	4		Unidade
61044900	42370	4		Unidade
61045100	42370	4		Unidade
61045200	42370	4		Unidade
61045300	42370	4		Unidade
61045900	42370	4		Unidade
61046100	42370	4		Unidade
61046200	42370	4		Unidade
61046300	42370	4		Unidade
61046900	42370	4		Unidade
61051000	42370	4		Unidade
61052000	42370	4		Unidade
61059000	42370	4		Unidade
61061000	42370	4		Unidade
61062000	42370	4		Unidade
61069000	42370	4		Unidade
61071100	42370	4		Unidade
61071200	42370	4		Unidade
61071900	42370	4		Unidade
61072100	42370	4		Unidade
61072200	42370	4		Unidade
61072900	42370	4		Unidade
61079100	42370	4		Unidade
61079910	42370	4		Unidade
61079990	42370	4		Unidade
61081100	42370	4		Unidade
61081900	42370	4		Unidade
61082100	42370	4		Unidade
61082200	42370	4		Unidade
61082900	42370	4		Unidade
61083100	42370	4		Unidade
61083200	42370	4		Unidade
61083900	42370	4		Unidade
61089100	42370	4		Unidade
61089200	42370	4		Unidade
61089900	42370	4		Unidade
61091000	42370	4		Unidade
61099000	42370	4		Unidade
61101100	42370	4		Unidade
61101200	42370	4		Unidade
61101900	42370	4		Unidade
61102000	42370	4		Unidade
61103000	42370	4		Unidade
61109000	42370	4		Unidade
61112000	42370	4		Unidade
61113000	42370	4		Unidade
61119010	42370	4		Unidade
61119090	42370	4		Unidade
61121100	42370	4		Unidade
61121200	42370	4		Unidade
61121900	42370	4		Unidade
61122000	42370	4		Unidade
61123100	42370	4		Unidade
61123900	42370	4		Unidade
61124100	42370	4		Unidade
61124900	42370	4		Unidade
61130000	42370	4		Unidade
61142000	42370	4		Unidade
61143000	42370	4		Unidade
61149010	42370	4		Unidade
61149090	42370	4		Unidade
61151011	42370	4		Unidade
61151012	42370	4		Unidade
61151013	42370	4		Unidade
61151014	42370	4		Unidade
61151019	42370	4		Unidade
61151021	42370	4812		Pares
61151022	42370	4812		Pares
61151029	42370	4812		Pares
61151091	42370	4812		Pares
61151092	42370	4812		Pares
61151093	42370	4812		Pares
61151099	42370	4812		Pares
61152100	42370	4		Unidade
61152200	42370	4		Unidade
61152910	42370	4		Unidade
61152920	42370	4		Unidade
61152990	42370	4		Unidade
61153010	42370	4812		Pares
61153020	42370	4812		Pares
61153090	42370	4812		Pares
61159400	42370	4812		Pares
61159500	42370	4812		Pares
61159600	42370	4812		Pares
61159900	42370	4812		Pares
61161000	42370	4812		Pares
61169100	42370	4812		Pares
61169200	42370	4812		Pares
61169300	42370	4812		Pares
61169900	42370	4812		Pares
61171000	42370	4		Unidade
61178010	42370	48		Quilograma
61178090	42370	48		Quilograma
61179000	42370	48		Quilograma
62012000	44652	4		Unidade
62013000	44652	4		Unidade
62014000	44652	4		Unidade
62019000	44652	4		Unidade
62022000	44652	4		Unidade
62023000	44652	4		Unidade
62024000	44652	4		Unidade
62029000	44652	4		Unidade
62031100	42370	4		Unidade
62031200	42370	4		Unidade
62031900	42370	4		Unidade
62032200	42370	4		Unidade
62032300	42370	4		Unidade
62032910	42370	4		Unidade
62032990	42370	4		Unidade
62033100	42370	4		Unidade
62033200	42370	4		Unidade
62033300	42370	4		Unidade
62033900	42370	4		Unidade
62034100	42370	4		Unidade
62034200	42370	4		Unidade
62034300	42370	4		Unidade
62034900	42370	4		Unidade
62041100	42370	4		Unidade
62041200	42370	4		Unidade
62041300	42370	4		Unidade
62041900	42370	4		Unidade
62042100	42370	4		Unidade
62042200	42370	4		Unidade
62042300	42370	4		Unidade
62042900	42370	4		Unidade
62043100	42370	4		Unidade
62043200	42370	4		Unidade
62043300	42370	4		Unidade
62043900	42370	4		Unidade
62044100	42370	4		Unidade
62044200	42370	4		Unidade
62044300	42370	4		Unidade
62044400	42370	4		Unidade
62044900	42370	4		Unidade
62045100	42370	4		Unidade
62045200	42370	4		Unidade
62045300	42370	4		Unidade
62045900	42370	4		Unidade
62046100	42370	4		Unidade
62046200	42370	4		Unidade
62046300	42370	4		Unidade
62046900	42370	4		Unidade
62052000	42370	4		Unidade
62053000	42370	4		Unidade
62059010	42370	4		Unidade
62059090	42370	4		Unidade
62061000	42370	4		Unidade
62062000	42370	4		Unidade
62063000	42370	4		Unidade
62064000	42370	4		Unidade
62069000	42370	4		Unidade
62071100	42370	4		Unidade
62071900	42370	4		Unidade
62072100	42370	4		Unidade
62072200	42370	4		Unidade
62072900	42370	4		Unidade
62079100	42370	4		Unidade
62079910	42370	4		Unidade
62079990	42370	4		Unidade
62081100	42370	4		Unidade
62081900	42370	4		Unidade
62082100	42370	4		Unidade
62082200	42370	4		Unidade
62082900	42370	4		Unidade
62089100	42370	4		Unidade
62089200	42370	4		Unidade
62089900	42370	4		Unidade
62092000	42370	4		Unidade
62093000	42370	4		Unidade
62099010	42370	4		Unidade
62099090	42370	4		Unidade
62101000	42370	4		Unidade
62102000	42370	4		Unidade
62103000	42370	4		Unidade
62104000	42370	4		Unidade
62105000	42370	4		Unidade
62111100	42370	4		Unidade
62111200	42370	4		Unidade
62112000	42370	4		Unidade
62113200	42370	4		Unidade
62113300	42370	4		Unidade
62113910	42370	4		Unidade
62113990	42370	4		Unidade
62114200	42370	4		Unidade
62114300	42370	4		Unidade
62114900	42370	4		Unidade
62121000	42370	4		Unidade
62122000	42370	4		Unidade
62123000	42370	4		Unidade
62129000	42370	4		Unidade
62132000	42370	4		Unidade
62139010	42370	4		Unidade
62139090	42370	4		Unidade
62141000	42370	4		Unidade
62142000	42370	4		Unidade
62143000	42370	4		Unidade
62144000	42370	4		Unidade
62149010	42370	4		Unidade
62149090	42370	4		Unidade
62151000	42370	4		Unidade
62152000	42370	4		Unidade
62159000	42370	4		Unidade
62160000	42370	4812		Pares
62171000	42370	48		Quilograma
62179000	42370	48		Quilograma
63011000	42370	4		Unidade
63012000	42370	48		Quilograma
63013000	42370	48		Quilograma
63014000	42370	48		Quilograma
63019000	42370	48		Quilograma
63021000	42370	48		Quilograma
63022100	42370	48		Quilograma
63022200	42370	48		Quilograma
63022900	42370	48		Quilograma
63023100	42370	48		Quilograma
63023200	42370	48		Quilograma
63023900	42370	48		Quilograma
63024000	42370	48		Quilograma
63025100	42370	48		Quilograma
63025300	42370	48		Quilograma
63025910	42370	48		Quilograma
63025990	42370	48		Quilograma
63026000	42370	48		Quilograma
63029100	42370	48		Quilograma
63029300	42370	48		Quilograma
63029910	42370	48		Quilograma
63029990	42370	48		Quilograma
63031200	42370	48		Quilograma
63031910	42370	48		Quilograma
63031990	42370	48		Quilograma
63039100	42370	48		Quilograma
63039200	42370	48		Quilograma
63039900	42370	48		Quilograma
63041100	42370	48		Quilograma
63041910	42370	48		Quilograma
63041990	42370	48		Quilograma
63042000	42736	48		Quilograma
63049100	42370	48		Quilograma
63049200	42370	48		Quilograma
63049300	42370	48		Quilograma
63049900	42370	48		Quilograma
63051000	42370	48		Quilograma
63052000	42370	48		Quilograma
63053200	42370	48		Quilograma
63053310	42370	48		Quilograma
63053390	42370	48		Quilograma
63053900	42370	48		Quilograma
63059000	42370	48		Quilograma
63061200	42370	48		Quilograma
63061910	42370	48		Quilograma
63061990	42370	48		Quilograma
63062200	42370	48		Quilograma
63062910	42370	48		Quilograma
63062990	42370	48		Quilograma
63063010	42370	48		Quilograma
63063090	42370	48		Quilograma
63064010	42370	48		Quilograma
63064090	42370	48		Quilograma
63069000	42370	48		Quilograma
63071000	42370	48		Quilograma
63072000	42370	48		Quilograma
63079010	42370	48		Quilograma
63079020	42370	48		Quilograma
63079090	42370	48		Quilograma
63080000	42370	48		Quilograma
63090010	42370	48		Quilograma
63090090	42370	48		Quilograma
63101000	42370	48		Quilograma
63109000	42370	48		Quilograma
64011000	42370	4812		Pares
64019200	42370	4812		Pares
64019910	42370	4812		Pares
64019990	42370	4812		Pares
